timestamp,light (lux),temperature (deg C),relative humidity (%),humidex,,User Ratings,,Type,Average,Normalized,,Optimal Values,
6/30/2022 9:43:58,696.2,25,53,28.88016255,,,,,,,,,
6/30/2022 9:44:28,697.11,25,53,28.88016255,,,,,,,,,
6/30/2022 9:44:58,732.26,25,53,28.88016255,,,,,,,,,
6/30/2022 9:45:28,722.07,25,53,28.88016255,,,,,,,,,
6/30/2022 9:45:58,693.38,25,53,28.88016255,,,,,,,,,
6/30/2022 9:46:28,720.48,25,53,28.88016255,,,,,,,,,
6/30/2022 9:46:58,695.82,25,54,29.05930184,,,,,,,,,
6/30/2022 9:47:28,692.82,25,54,29.05930184,,,,,,,,,
6/30/2022 9:47:58,686.16,25,54,29.05930184,,,,,,,,,
6/30/2022 9:48:28,703.43,25,54,29.05930184,,,,,,,,,
6/30/2022 9:48:58,668.05,25,54,29.05930184,,,,,,,,,
6/30/2022 9:49:28,674.28,25,54,29.05930184,,,,,,,,,
6/30/2022 9:49:58,681.17,25,54,29.05930184,,,,,,,,,
6/30/2022 9:50:28,690.34,25,54,29.05930184,,,,,,,,,
6/30/2022 9:50:58,728.17,25,53,28.88016255,,,,,,,,,
6/30/2022 9:51:28,725.78,25,53,28.88016255,,,,,,,,,
6/30/2022 9:51:58,706.43,25,53,28.88016255,,,,,,,,,
6/30/2022 9:52:28,700.72,25,53,28.88016255,,,,,,,,,
6/30/2022 9:52:58,670.63,25,53,28.88016255,,,,,,,,,
6/30/2022 9:53:28,677.61,25,53,28.88016255,,,,,,,,,
6/30/2022 9:53:58,707.32,25,53,28.88016255,,,,,,,,,
6/30/2022 9:54:28,709.47,25,53,28.88016255,,,,,,,,,
6/30/2022 9:54:58,718.64,25,53,28.88016255,,,,,,,,,
6/30/2022 9:55:28,735.92,25,53,28.88016255,,,,,,,,,
6/30/2022 9:55:58,736.97,25,52,28.70106515,,,,,,,,,
6/30/2022 9:56:28,745.56,25,52,28.70106515,,,,,,,,,
6/30/2022 9:56:58,762.21,25,52,28.70106515,,,,,,,,,
6/30/2022 9:57:28,776.03,25,52,28.70106515,,,,,,,,,
6/30/2022 9:57:58,710.34,25,52,28.70106515,,,,,,,,,
6/30/2022 9:58:28,735.01,25,53,28.88016255,,,,,,,,,
6/30/2022 9:58:58,716.48,25,53,28.88016255,,,,,,,,,
6/30/2022 9:59:28,719.85,25,54,29.05930184,,,,,,,,,
6/30/2022 9:59:58,720.45,25,54,29.05930184,,,,,,,,,
6/30/2022 10:00:28,678.62,25,54,29.05930184,,,,,,,,,
6/30/2022 10:00:58,728.09,25,54,29.05930184,,,,,,,,,
6/30/2022 10:01:28,750.43,25,54,29.05930184,,,,,,,,,
6/30/2022 10:01:58,707.91,25,54,29.05930184,,,,,,,,,
6/30/2022 10:02:28,669.52,25,54,29.05930184,,,,,,,,,
6/30/2022 10:02:58,704.1,25,54,29.05930184,,,,,,,,,
6/30/2022 10:03:28,722.3,25,54,29.05930184,,,,,,,,,
6/30/2022 10:03:58,722.93,25,54,29.05930184,,,,,,,,,
6/30/2022 10:04:28,742.78,25,54,29.05930184,,,,,,,,,
6/30/2022 10:04:58,699.81,25,53,28.88016255,,,,,,,,,
6/30/2022 10:05:28,727.37,25,53,28.88016255,,,,,,,,,
6/30/2022 10:05:58,705.65,25,53,28.88016255,,,,,,,,,
6/30/2022 10:06:28,708.26,25,53,28.88016255,,,,,,,,,
6/30/2022 10:06:58,733.47,25,53,28.88016255,,,,,,,,,
6/30/2022 10:07:28,709.54,25,53,28.88016255,,,,,,,,,
6/30/2022 10:07:58,718.76,25,53,28.88016255,,,,,,,,,
6/30/2022 10:08:28,711.77,25,53,28.88016255,,,,,,,,,
6/30/2022 10:08:58,708.72,25,53,28.88016255,,,,,,,,,
6/30/2022 10:09:28,731.95,25,53,28.88016255,,,,,,,,,
6/30/2022 10:09:58,705.5,25,53,28.88016255,,,,,,,,,
6/30/2022 10:10:28,704.84,25,53,28.88016255,,,,,,,,,
6/30/2022 10:10:58,702.9,25,53,28.88016255,,,,,,,,,
6/30/2022 10:11:28,705.18,25,53,28.88016255,,,,,,,,,
6/30/2022 10:11:58,731.23,25,53,28.88016255,,,,,,,,,
6/30/2022 10:12:28,679.76,25,53,28.88016255,,,,,,,,,
6/30/2022 10:12:58,666.48,25,53,28.88016255,,,,,,,,,
6/30/2022 10:13:28,659.5,25,53,28.88016255,,,,,,,,,
6/30/2022 10:13:58,726.09,25,53,28.88016255,,,,,,,,,
6/30/2022 10:14:28,731.89,25,53,28.88016255,,,,,,,,,
6/30/2022 10:14:58,720.56,25,53,28.88016255,,,,,,,,,
6/30/2022 10:15:28,712.62,25,53,28.88016255,,,,,,,,,
6/30/2022 10:15:58,691.79,25,53,28.88016255,,,,,,,,,
6/30/2022 10:16:28,676.27,25,53,28.88016255,,,,,,,,,
6/30/2022 10:16:58,656.19,25,53,28.88016255,,,,,,,,,
6/30/2022 10:17:28,674.35,25,53,28.88016255,,,,,,,,,
6/30/2022 10:17:58,659.86,25,52,28.70106515,,,,,,,,,
6/30/2022 10:18:28,708.64,25,52,28.70106515,,,,,,,,,
6/30/2022 10:18:58,726.52,25,52,28.70106515,,,,,,,,,
6/30/2022 10:19:28,733.87,25,52,28.70106515,,,,,,,,,
6/30/2022 10:19:58,708.56,26,52,30.27830984,,,,,,,,,
6/30/2022 10:20:28,701.71,26,52,30.27830984,,,,,,,,,
6/30/2022 10:20:58,707.37,26,52,30.27830984,,,,,,,,,
6/30/2022 10:21:28,694.82,26,52,30.27830984,,,,,,,,,
6/30/2022 10:21:58,737.05,26,52,30.27830984,,,,,,,,,
6/30/2022 10:22:28,744.92,26,52,30.27830984,,,,,,,,,
6/30/2022 10:22:58,738.76,26,52,30.27830984,,,,,,,,,
6/30/2022 10:23:28,733.15,26,53,30.46864851,,,,,,,,,
6/30/2022 10:23:58,706.47,26,53,30.46864851,,,,,,,,,
6/30/2022 10:24:28,717.68,26,53,30.46864851,,,,,,,,,
6/30/2022 10:24:58,683.67,26,53,30.46864851,,,,,,,,,
6/30/2022 10:25:28,697.75,26,53,30.46864851,,,,,,,,,
6/30/2022 10:25:58,687.4,26,53,30.46864851,,,,,,,,,
6/30/2022 10:26:28,725.54,26,53,30.46864851,,,,,,,,,
6/30/2022 10:26:58,736.15,26,54,30.65903309,,,,,,,,,
6/30/2022 10:27:28,740.48,26,54,30.65903309,,,,,,,,,
6/30/2022 10:27:58,753.91,26,54,30.65903309,,,,,,,,,
6/30/2022 10:28:28,703.98,26,54,30.65903309,,,,,,,,,
6/30/2022 10:28:58,684.18,26,53,30.46864851,,,,,,,,,
6/30/2022 10:29:28,691.67,26,53,30.46864851,,,,,,,,,
6/30/2022 10:29:58,698.89,26,53,30.46864851,,,,,,,,,
6/30/2022 10:30:28,697.11,26,53,30.46864851,,,,,,,,,
6/30/2022 10:30:58,710.44,26,53,30.46864851,,,,,,,,,
6/30/2022 10:31:28,709.12,26,53,30.46864851,,,,,,,,,
6/30/2022 10:31:58,693.34,26,53,30.46864851,,,,,,,,,
6/30/2022 10:32:28,735.36,26,53,30.46864851,,,,,,,,,
6/30/2022 10:32:58,717.29,26,53,30.46864851,,,,,,,,,
6/30/2022 10:33:28,684.55,26,53,30.46864851,,,,,,,,,
6/30/2022 10:33:58,698.94,26,53,30.46864851,,,,,,,,,
6/30/2022 10:34:28,729.19,26,52,30.27830984,,,,,,,,,
6/30/2022 10:34:58,680.47,26,52,30.27830984,,,,,,,,,
6/30/2022 10:35:28,724.28,26,52,30.27830984,,,,,,,,,
6/30/2022 10:35:58,710.16,26,52,30.27830984,,,,,,,,,
6/30/2022 10:36:28,710.81,26,52,30.27830984,,,,,,,,,
6/30/2022 10:36:58,729.96,26,52,30.27830984,,,,,,,,,
6/30/2022 10:37:28,719.56,26,52,30.27830984,,,,,,,,,
6/30/2022 10:37:58,744.27,26,52,30.27830984,,,,,,,,,
6/30/2022 10:38:28,701.39,26,52,30.27830984,,,,,,,,,
6/30/2022 10:38:58,717.21,26,53,30.46864851,,,,,,,,,
6/30/2022 10:39:28,708.63,26,53,30.46864851,,,,,,,,,
6/30/2022 10:39:58,704.83,26,53,30.46864851,,,,,,,,,
6/30/2022 10:40:28,717.86,26,53,30.46864851,,,,,,,,,
