timestamp,light (lux),temperature (deg C),relative humidity (%),humidex,,User Ratings,,Type,Average,Normalized,,Optimal Values,
7/4/2022 8:28:16,770.67,23,52,25.63619197,,8,,Light,708.2378916,7.917621084,,500,"https://www.thegreenage.co.uk/lux-much-light-need/#:~:text=500%20lux%20%E2%80%93%20Retail%20spaces%20should,lux%20values%20may%20be%20needed."
7/4/2022 8:28:46,763.48,23,52,25.63619197,,8,,Temp,23.59036145,9.909638554,,23.5,"https://www.ccohs.ca/oshanswers/phys_agents/thermal_comfort.html#:~:text=Recommendations%20provided%20by%20CSA%20Z412,of%2020%2D23.5%C2%B0C"
7/4/2022 8:29:16,758.86,23,52,25.63619197,,8,,Humidity,26.68993166,8.310068339,,25,https://www.ccohs.ca/oshanswers/phys_agents/humidex.html
7/4/2022 8:29:46,756.83,23,52,25.63619197,,9,,,,,,,
7/4/2022 8:30:16,746.33,23,52,25.63619197,,9,,Average Rating,8.712442659,,,,
7/4/2022 8:30:46,728.69,23,52,25.63619197,,8,,Class Average,8.333333333,,,,
7/4/2022 8:31:16,739.42,23,52,25.63619197,,,,,,,,,
7/4/2022 8:31:46,717.39,23,53,25.7945638,,,,,,,,,
7/4/2022 8:32:16,734.05,23,53,25.7945638,,,,,,,,,
7/4/2022 8:32:46,708.73,23,53,25.7945638,,,,,,,,,
7/4/2022 8:33:16,685.8,23,53,25.7945638,,,,,,,,,
7/4/2022 8:33:46,685.72,23,53,25.7945638,,,,,,,,,
7/4/2022 8:34:16,698.83,23,53,25.7945638,,,,,,,,,
7/4/2022 8:34:46,687.26,23,53,25.7945638,,,,,,,,,
7/4/2022 8:35:16,700.23,23,53,25.7945638,,,,,,,,,
7/4/2022 8:35:46,686.44,23,53,25.7945638,,,,,,,,,
7/4/2022 8:36:16,707.28,23,53,25.7945638,,,,,,,,,
7/4/2022 8:36:46,704.59,23,53,25.7945638,,,,,,,,,
7/4/2022 8:37:16,681.5,23,53,25.7945638,,,,,,,,,
7/4/2022 8:37:46,666.03,23,53,25.7945638,,,,,,,,,
7/4/2022 8:38:16,667.28,23,53,25.7945638,,,,,,,,,
7/4/2022 8:38:46,680.14,23,53,25.7945638,,,,,,,,,
7/4/2022 8:39:16,665.18,23,53,25.7945638,,,,,,,,,
7/4/2022 8:39:46,667.36,23,53,25.7945638,,,,,,,,,
7/4/2022 8:40:16,718.04,23,53,25.7945638,,,,,,,,,
7/4/2022 8:40:46,719.83,23,53,25.7945638,,,,,,,,,
7/4/2022 8:41:16,729.15,23,53,25.7945638,,,,,,,,,
7/4/2022 8:41:46,724.25,23,52,25.63619197,,,,,,,,,
7/4/2022 8:42:16,723.3,23,52,25.63619197,,,,,,,,,
7/4/2022 8:42:46,731.92,23,52,25.63619197,,,,,,,,,
7/4/2022 8:43:16,703.53,23,52,25.63619197,,,,,,,,,
7/4/2022 8:43:46,691.18,23,52,25.63619197,,,,,,,,,
7/4/2022 8:44:16,685.26,23,52,25.63619197,,,,,,,,,
7/4/2022 8:44:46,691.65,23,52,25.63619197,,,,,,,,,
7/4/2022 8:45:16,704.33,23,52,25.63619197,,,,,,,,,
7/4/2022 8:45:46,712.78,23,52,25.63619197,,,,,,,,,
7/4/2022 8:46:16,695.84,23,52,25.63619197,,,,,,,,,
7/4/2022 8:46:46,690.62,23,52,25.63619197,,,,,,,,,
7/4/2022 8:47:16,702.32,23,53,25.7945638,,,,,,,,,
7/4/2022 8:47:46,704.78,23,53,25.7945638,,,,,,,,,
7/4/2022 8:48:16,698.53,23,53,25.7945638,,,,,,,,,
7/4/2022 8:48:46,712.13,23,54,25.95297036,,,,,,,,,
7/4/2022 8:49:16,714.49,23,54,25.95297036,,,,,,,,,
7/4/2022 8:49:46,716.91,23,54,25.95297036,,,,,,,,,
7/4/2022 8:50:16,714.16,23,54,25.95297036,,,,,,,,,
7/4/2022 8:50:46,712.36,23,54,25.95297036,,,,,,,,,
7/4/2022 8:51:16,724.92,23,54,25.95297036,,,,,,,,,
7/4/2022 8:51:46,751.68,23,54,25.95297036,,,,,,,,,
7/4/2022 8:52:16,756.38,23,54,25.95297036,,,,,,,,,
7/4/2022 8:52:46,713.43,23,53,25.7945638,,,,,,,,,
7/4/2022 8:53:16,718.96,23,53,25.7945638,,,,,,,,,
7/4/2022 8:53:46,716.86,23,53,25.7945638,,,,,,,,,
7/4/2022 8:54:16,725.97,23,53,25.7945638,,,,,,,,,
7/4/2022 8:54:46,727.27,23,53,25.7945638,,,,,,,,,
7/4/2022 8:55:16,749.21,23,53,25.7945638,,,,,,,,,
7/4/2022 8:55:46,690.98,23,54,25.95297036,,,,,,,,,
7/4/2022 8:56:16,725.02,23,54,25.95297036,,,,,,,,,
7/4/2022 8:56:46,738.1,23,54,25.95297036,,,,,,,,,
7/4/2022 8:57:16,697.26,23,54,25.95297036,,,,,,,,,
7/4/2022 8:57:46,707.57,23,54,25.95297036,,,,,,,,,
7/4/2022 8:58:16,713.4,23,54,25.95297036,,,,,,,,,
7/4/2022 8:58:46,701.66,23,54,25.95297036,,,,,,,,,
7/4/2022 8:59:16,700.24,23,53,25.7945638,,,,,,,,,
7/4/2022 8:59:46,735.36,23,53,25.7945638,,,,,,,,,
7/4/2022 9:00:16,695.43,23,53,25.7945638,,,,,,,,,
7/4/2022 9:00:46,723.84,23,52,25.63619197,,,,,,,,,
7/4/2022 9:01:16,704.09,24,52,27.15415721,,,,,,,,,
7/4/2022 9:01:46,686.78,24,52,27.15415721,,,,,,,,,
